origin,destination,date,price,airline,duration,departure,arrival,error,duration(min),departure_dt,dep_date,dep_time,dep_minutes,arrival_dt,arr_date,arr_time,arr_minutes,weekday
CDG,BCN,2026/3/11,122.36,AF,1:45,2026-03-11T07:05:00,2026-03-11T08:50:00,,105,2026-03-11 07:05:00,2026-03-11,07:05,425.0,2026-03-11 08:50:00,2026-03-11,08:50,530.0,Wednesday
CDG,BCN,2026/3/11,122.36,AF,1:45,2026-03-11T15:20:00,2026-03-11T17:05:00,,105,2026-03-11 15:20:00,2026-03-11,15:20,920.0,2026-03-11 17:05:00,2026-03-11,17:05,1025.0,Wednesday
CDG,BCN,2026/3/11,122.36,AF,1:45,2026-03-11T17:35:00,2026-03-11T19:20:00,,105,2026-03-11 17:35:00,2026-03-11,17:35,1055.0,2026-03-11 19:20:00,2026-03-11,19:20,1160.0,Wednesday
CDG,BCN,2026/3/11,144.95,AZ,4:45,2026-03-11T06:05:00,2026-03-11T08:10:00,,285,2026-03-11 06:05:00,2026-03-11,06:05,365.0,2026-03-11 08:10:00,2026-03-11,08:10,490.0,Wednesday
CDG,BCN,2026/3/11,144.95,AZ,5:00,2026-03-11T18:15:00,2026-03-11T20:20:00,,300,2026-03-11 18:15:00,2026-03-11,18:15,1095.0,2026-03-11 20:20:00,2026-03-11,20:20,1220.0,Wednesday
CDG,BCN,2026/3/11,144.95,AZ,9:50,2026-03-11T06:05:00,2026-03-11T08:10:00,,590,2026-03-11 06:05:00,2026-03-11,06:05,365.0,2026-03-11 08:10:00,2026-03-11,08:10,490.0,Wednesday
CDG,BCN,2026/3/11,144.95,AZ,11:30,2026-03-11T11:45:00,2026-03-11T13:50:00,,690,2026-03-11 11:45:00,2026-03-11,11:45,705.0,2026-03-11 13:50:00,2026-03-11,13:50,830.0,Wednesday
CDG,BCN,2026/3/11,144.95,AZ,16:35,2026-03-11T18:15:00,2026-03-11T20:20:00,,995,2026-03-11 18:15:00,2026-03-11,18:15,1095.0,2026-03-11 20:20:00,2026-03-11,20:20,1220.0,Wednesday
CDG,BCN,2026/3/11,148.83,DY,25:05,2026-03-11T11:35:00,2026-03-11T13:55:00,,1505,2026-03-11 11:35:00,2026-03-11,11:35,695.0,2026-03-11 13:55:00,2026-03-11,13:55,835.0,Wednesday
CDG,BCN,2026/3/12,105.54,IB,1:45,2026-03-12T15:25:00,2026-03-12T17:10:00,,105,2026-03-12 15:25:00,2026-03-12,15:25,925.0,2026-03-12 17:10:00,2026-03-12,17:10,1030.0,Thursday
CDG,BCN,2026/3/12,105.54,IB,1:50,2026-03-12T09:50:00,2026-03-12T11:40:00,,110,2026-03-12 09:50:00,2026-03-12,09:50,590.0,2026-03-12 11:40:00,2026-03-12,11:40,700.0,Thursday
CDG,BCN,2026/3/12,105.54,VY,1:45,2026-03-12T15:25:00,2026-03-12T17:10:00,,105,2026-03-12 15:25:00,2026-03-12,15:25,925.0,2026-03-12 17:10:00,2026-03-12,17:10,1030.0,Thursday
CDG,BCN,2026/3/12,120.54,VY,1:50,2026-03-12T09:50:00,2026-03-12T11:40:00,,110,2026-03-12 09:50:00,2026-03-12,09:50,590.0,2026-03-12 11:40:00,2026-03-12,11:40,700.0,Thursday
CDG,BCN,2026/3/12,122.36,AF,1:45,2026-03-12T07:05:00,2026-03-12T08:50:00,,105,2026-03-12 07:05:00,2026-03-12,07:05,425.0,2026-03-12 08:50:00,2026-03-12,08:50,530.0,Thursday
CDG,BCN,2026/3/12,122.36,AF,1:45,2026-03-12T12:15:00,2026-03-12T14:00:00,,105,2026-03-12 12:15:00,2026-03-12,12:15,735.0,2026-03-12 14:00:00,2026-03-12,14:00,840.0,Thursday
CDG,BCN,2026/3/12,122.36,AF,1:45,2026-03-12T15:20:00,2026-03-12T17:05:00,,105,2026-03-12 15:20:00,2026-03-12,15:20,920.0,2026-03-12 17:05:00,2026-03-12,17:05,1025.0,Thursday
CDG,BCN,2026/3/12,122.36,AF,1:45,2026-03-12T17:35:00,2026-03-12T19:20:00,,105,2026-03-12 17:35:00,2026-03-12,17:35,1055.0,2026-03-12 19:20:00,2026-03-12,19:20,1160.0,Thursday
CDG,BCN,2026/3/12,122.36,AF,1:50,2026-03-12T09:20:00,2026-03-12T11:10:00,,110,2026-03-12 09:20:00,2026-03-12,09:20,560.0,2026-03-12 11:10:00,2026-03-12,11:10,670.0,Thursday
CDG,BCN,2026/3/12,122.36,AF,1:50,2026-03-12T21:05:00,2026-03-12T22:55:00,,110,2026-03-12 21:05:00,2026-03-12,21:05,1265.0,2026-03-12 22:55:00,2026-03-12,22:55,1375.0,Thursday
CDG,BCN,2026/3/12,125.14,DY,26:35,2026-03-12T20:50:00,2026-03-12T22:40:00,,1595,2026-03-12 20:50:00,2026-03-12,20:50,1250.0,2026-03-12 22:40:00,2026-03-12,22:40,1360.0,Thursday
CDG,BCN,2026/3/12,131.88,DY,28:15,2026-03-12T11:50:00,2026-03-12T14:20:00,,1695,2026-03-12 11:50:00,2026-03-12,11:50,710.0,2026-03-12 14:20:00,2026-03-12,14:20,860.0,Thursday
CDG,BCN,2026/3/12,141.88,DY,11:30,2026-03-12T11:50:00,2026-03-12T14:20:00,,690,2026-03-12 11:50:00,2026-03-12,11:50,710.0,2026-03-12 14:20:00,2026-03-12,14:20,860.0,Thursday
CDG,BCN,2026/3/12,144.95,AZ,4:45,2026-03-12T06:05:00,2026-03-12T08:10:00,,285,2026-03-12 06:05:00,2026-03-12,06:05,365.0,2026-03-12 08:10:00,2026-03-12,08:10,490.0,Thursday
CDG,BCN,2026/3/12,144.95,AZ,5:00,2026-03-12T18:15:00,2026-03-12T20:20:00,,300,2026-03-12 18:15:00,2026-03-12,18:15,1095.0,2026-03-12 20:20:00,2026-03-12,20:20,1220.0,Thursday
CDG,BCN,2026/3/13,105.54,IB,1:45,2026-03-13T15:35:00,2026-03-13T17:20:00,,105,2026-03-13 15:35:00,2026-03-13,15:35,935.0,2026-03-13 17:20:00,2026-03-13,17:20,1040.0,Friday
CDG,BCN,2026/3/13,105.54,IB,1:50,2026-03-13T09:50:00,2026-03-13T11:40:00,,110,2026-03-13 09:50:00,2026-03-13,09:50,590.0,2026-03-13 11:40:00,2026-03-13,11:40,700.0,Friday
CDG,BCN,2026/3/13,105.54,IB,1:50,2026-03-13T20:55:00,2026-03-13T22:45:00,,110,2026-03-13 20:55:00,2026-03-13,20:55,1255.0,2026-03-13 22:45:00,2026-03-13,22:45,1365.0,Friday
CDG,BCN,2026/3/13,105.54,IB,1:50,2026-03-13T22:05:00,2026-03-13T23:55:00,,110,2026-03-13 22:05:00,2026-03-13,22:05,1325.0,2026-03-13 23:55:00,2026-03-13,23:55,1435.0,Friday
CDG,BCN,2026/3/13,105.54,VY,1:45,2026-03-13T15:35:00,2026-03-13T17:20:00,,105,2026-03-13 15:35:00,2026-03-13,15:35,935.0,2026-03-13 17:20:00,2026-03-13,17:20,1040.0,Friday
CDG,BCN,2026/3/13,105.54,VY,1:50,2026-03-13T09:50:00,2026-03-13T11:40:00,,110,2026-03-13 09:50:00,2026-03-13,09:50,590.0,2026-03-13 11:40:00,2026-03-13,11:40,700.0,Friday
CDG,BCN,2026/3/13,105.54,VY,1:50,2026-03-13T20:55:00,2026-03-13T22:45:00,,110,2026-03-13 20:55:00,2026-03-13,20:55,1255.0,2026-03-13 22:45:00,2026-03-13,22:45,1365.0,Friday
CDG,BCN,2026/3/13,105.54,VY,1:50,2026-03-13T22:05:00,2026-03-13T23:55:00,,110,2026-03-13 22:05:00,2026-03-13,22:05,1325.0,2026-03-13 23:55:00,2026-03-13,23:55,1435.0,Friday
CDG,BCN,2026/3/13,122.36,AF,1:45,2026-03-13T07:05:00,2026-03-13T08:50:00,,105,2026-03-13 07:05:00,2026-03-13,07:05,425.0,2026-03-13 08:50:00,2026-03-13,08:50,530.0,Friday
CDG,BCN,2026/3/13,122.36,AF,1:45,2026-03-13T17:35:00,2026-03-13T19:20:00,,105,2026-03-13 17:35:00,2026-03-13,17:35,1055.0,2026-03-13 19:20:00,2026-03-13,19:20,1160.0,Friday
CDG,BCN,2026/3/13,122.36,AF,1:50,2026-03-13T21:05:00,2026-03-13T22:55:00,,110,2026-03-13 21:05:00,2026-03-13,21:05,1265.0,2026-03-13 22:55:00,2026-03-13,22:55,1375.0,Friday
CDG,BCN,2026/3/13,122.36,AF,1:45,2026-03-13T15:20:00,2026-03-13T17:05:00,,105,2026-03-13 15:20:00,2026-03-13,15:20,920.0,2026-03-13 17:05:00,2026-03-13,17:05,1025.0,Friday
CDG,BCN,2026/3/13,123.91,AF,13:50,2026-03-13T20:35:00,2026-03-13T21:50:00,,830,2026-03-13 20:35:00,2026-03-13,20:35,1235.0,2026-03-13 21:50:00,2026-03-13,21:50,1310.0,Friday
CDG,BCN,2026/3/13,123.91,AF,15:40,2026-03-13T20:35:00,2026-03-13T21:50:00,,940,2026-03-13 20:35:00,2026-03-13,20:35,1235.0,2026-03-13 21:50:00,2026-03-13,21:50,1310.0,Friday
CDG,BCN,2026/3/13,125.14,DY,8:20,2026-03-13T15:05:00,2026-03-13T16:55:00,,500,2026-03-13 15:05:00,2026-03-13,15:05,905.0,2026-03-13 16:55:00,2026-03-13,16:55,1015.0,Friday
CDG,BCN,2026/3/14,105.54,IB,1:45,2026-03-14T15:25:00,2026-03-14T17:10:00,,105,2026-03-14 15:25:00,2026-03-14,15:25,925.0,2026-03-14 17:10:00,2026-03-14,17:10,1030.0,Saturday
CDG,BCN,2026/3/14,105.54,IB,1:50,2026-03-14T09:50:00,2026-03-14T11:40:00,,110,2026-03-14 09:50:00,2026-03-14,09:50,590.0,2026-03-14 11:40:00,2026-03-14,11:40,700.0,Saturday
CDG,BCN,2026/3/14,105.54,IB,1:50,2026-03-14T20:55:00,2026-03-14T22:45:00,,110,2026-03-14 20:55:00,2026-03-14,20:55,1255.0,2026-03-14 22:45:00,2026-03-14,22:45,1365.0,Saturday
CDG,BCN,2026/3/14,105.54,VY,1:45,2026-03-14T15:25:00,2026-03-14T17:10:00,,105,2026-03-14 15:25:00,2026-03-14,15:25,925.0,2026-03-14 17:10:00,2026-03-14,17:10,1030.0,Saturday
CDG,BCN,2026/3/14,105.54,VY,1:50,2026-03-14T20:55:00,2026-03-14T22:45:00,,110,2026-03-14 20:55:00,2026-03-14,20:55,1255.0,2026-03-14 22:45:00,2026-03-14,22:45,1365.0,Saturday
CDG,BCN,2026/3/14,123.91,AF,13:50,2026-03-14T20:35:00,2026-03-14T21:50:00,,830,2026-03-14 20:35:00,2026-03-14,20:35,1235.0,2026-03-14 21:50:00,2026-03-14,21:50,1310.0,Saturday
CDG,BCN,2026/3/14,123.91,AF,15:40,2026-03-14T20:35:00,2026-03-14T21:50:00,,940,2026-03-14 20:35:00,2026-03-14,20:35,1235.0,2026-03-14 21:50:00,2026-03-14,21:50,1310.0,Saturday
CDG,BCN,2026/3/14,133.6,AF,5:40,2026-03-14T13:25:00,2026-03-14T14:50:00,,340,2026-03-14 13:25:00,2026-03-14,13:25,805.0,2026-03-14 14:50:00,2026-03-14,14:50,890.0,Saturday
CDG,BCN,2026/3/14,133.6,AF,6:15,2026-03-14T10:15:00,2026-03-14T11:40:00,,375,2026-03-14 10:15:00,2026-03-14,10:15,615.0,2026-03-14 11:40:00,2026-03-14,11:40,700.0,Saturday
CDG,BCN,2026/3/14,133.6,AF,16:15,2026-03-14T18:10:00,2026-03-14T19:35:00,,975,2026-03-14 18:10:00,2026-03-14,18:10,1090.0,2026-03-14 19:35:00,2026-03-14,19:35,1175.0,Saturday
CDG,BCN,2026/3/14,134.43,UX,9:35,2026-03-14T07:00:00,2026-03-14T09:10:00,,575,2026-03-14 07:00:00,2026-03-14,07:00,420.0,2026-03-14 09:10:00,2026-03-14,09:10,550.0,Saturday
CDG,BCN,2026/3/14,135.36,AF,1:50,2026-03-14T21:05:00,2026-03-14T22:55:00,,110,2026-03-14 21:05:00,2026-03-14,21:05,1265.0,2026-03-14 22:55:00,2026-03-14,22:55,1375.0,Saturday
CDG,BCN,2026/3/14,139.54,VY,1:50,2026-03-14T09:50:00,2026-03-14T11:40:00,,110,2026-03-14 09:50:00,2026-03-14,09:50,590.0,2026-03-14 11:40:00,2026-03-14,11:40,700.0,Saturday
CDG,BCN,2026/3/14,144.95,AZ,4:45,2026-03-14T06:05:00,2026-03-14T08:10:00,,285,2026-03-14 06:05:00,2026-03-14,06:05,365.0,2026-03-14 08:10:00,2026-03-14,08:10,490.0,Saturday
CDG,BCN,2026/3/14,144.95,AZ,5:00,2026-03-14T18:15:00,2026-03-14T20:20:00,,300,2026-03-14 18:15:00,2026-03-14,18:15,1095.0,2026-03-14 20:20:00,2026-03-14,20:20,1220.0,Saturday
CDG,BCN,2026/3/15,105.54,IB,1:45,2026-03-15T15:25:00,2026-03-15T17:10:00,,105,2026-03-15 15:25:00,2026-03-15,15:25,925.0,2026-03-15 17:10:00,2026-03-15,17:10,1030.0,Sunday
CDG,BCN,2026/3/15,105.54,IB,1:50,2026-03-15T09:50:00,2026-03-15T11:40:00,,110,2026-03-15 09:50:00,2026-03-15,09:50,590.0,2026-03-15 11:40:00,2026-03-15,11:40,700.0,Sunday
CDG,BCN,2026/3/15,105.54,IB,1:50,2026-03-15T22:05:00,2026-03-15T23:55:00,,110,2026-03-15 22:05:00,2026-03-15,22:05,1325.0,2026-03-15 23:55:00,2026-03-15,23:55,1435.0,Sunday
CDG,BCN,2026/3/15,105.54,VY,1:45,2026-03-15T15:25:00,2026-03-15T17:10:00,,105,2026-03-15 15:25:00,2026-03-15,15:25,925.0,2026-03-15 17:10:00,2026-03-15,17:10,1030.0,Sunday
CDG,BCN,2026/3/15,105.54,VY,1:50,2026-03-15T22:05:00,2026-03-15T23:55:00,,110,2026-03-15 22:05:00,2026-03-15,22:05,1325.0,2026-03-15 23:55:00,2026-03-15,23:55,1435.0,Sunday
CDG,BCN,2026/3/15,120.54,VY,1:50,2026-03-15T09:50:00,2026-03-15T11:40:00,,110,2026-03-15 09:50:00,2026-03-15,09:50,590.0,2026-03-15 11:40:00,2026-03-15,11:40,700.0,Sunday
CDG,BCN,2026/3/15,122.36,AF,1:40,2026-03-15T13:20:00,2026-03-15T15:00:00,,100,2026-03-15 13:20:00,2026-03-15,13:20,800.0,2026-03-15 15:00:00,2026-03-15,15:00,900.0,Sunday
CDG,BCN,2026/3/15,122.36,AF,1:45,2026-03-15T07:05:00,2026-03-15T08:50:00,,105,2026-03-15 07:05:00,2026-03-15,07:05,425.0,2026-03-15 08:50:00,2026-03-15,08:50,530.0,Sunday
CDG,BCN,2026/3/15,122.36,AF,1:45,2026-03-15T12:15:00,2026-03-15T14:00:00,,105,2026-03-15 12:15:00,2026-03-15,12:15,735.0,2026-03-15 14:00:00,2026-03-15,14:00,840.0,Sunday
CDG,BCN,2026/3/15,122.36,AF,1:45,2026-03-15T15:15:00,2026-03-15T17:00:00,,105,2026-03-15 15:15:00,2026-03-15,15:15,915.0,2026-03-15 17:00:00,2026-03-15,17:00,1020.0,Sunday
CDG,BCN,2026/3/15,122.36,AF,1:45,2026-03-15T17:35:00,2026-03-15T19:20:00,,105,2026-03-15 17:35:00,2026-03-15,17:35,1055.0,2026-03-15 19:20:00,2026-03-15,19:20,1160.0,Sunday
CDG,BCN,2026/3/15,122.36,AF,1:50,2026-03-15T09:20:00,2026-03-15T11:10:00,,110,2026-03-15 09:20:00,2026-03-15,09:20,560.0,2026-03-15 11:10:00,2026-03-15,11:10,670.0,Sunday
CDG,BCN,2026/3/15,122.36,AF,1:50,2026-03-15T21:05:00,2026-03-15T22:55:00,,110,2026-03-15 21:05:00,2026-03-15,21:05,1265.0,2026-03-15 22:55:00,2026-03-15,22:55,1375.0,Sunday
CDG,BCN,2026/3/15,134.43,UX,9:35,2026-03-15T07:00:00,2026-03-15T09:10:00,,575,2026-03-15 07:00:00,2026-03-15,07:00,420.0,2026-03-15 09:10:00,2026-03-15,09:10,550.0,Sunday
CDG,BCN,2026/3/15,144.95,AZ,4:45,2026-03-15T06:05:00,2026-03-15T08:10:00,,285,2026-03-15 06:05:00,2026-03-15,06:05,365.0,2026-03-15 08:10:00,2026-03-15,08:10,490.0,Sunday
CDG,BCN,2026/3/16,90.54,VY,1:50,2026-03-16T09:50:00,2026-03-16T11:40:00,,110,2026-03-16 09:50:00,2026-03-16,09:50,590.0,2026-03-16 11:40:00,2026-03-16,11:40,700.0,Monday
CDG,BCN,2026/3/16,105.54,IB,1:45,2026-03-16T15:25:00,2026-03-16T17:10:00,,105,2026-03-16 15:25:00,2026-03-16,15:25,925.0,2026-03-16 17:10:00,2026-03-16,17:10,1030.0,Monday
CDG,BCN,2026/3/16,105.54,IB,1:50,2026-03-16T09:50:00,2026-03-16T11:40:00,,110,2026-03-16 09:50:00,2026-03-16,09:50,590.0,2026-03-16 11:40:00,2026-03-16,11:40,700.0,Monday
CDG,BCN,2026/3/16,105.54,IB,1:50,2026-03-16T20:55:00,2026-03-16T22:45:00,,110,2026-03-16 20:55:00,2026-03-16,20:55,1255.0,2026-03-16 22:45:00,2026-03-16,22:45,1365.0,Monday
CDG,BCN,2026/3/16,105.54,IB,1:50,2026-03-16T22:05:00,2026-03-16T23:55:00,,110,2026-03-16 22:05:00,2026-03-16,22:05,1325.0,2026-03-16 23:55:00,2026-03-16,23:55,1435.0,Monday
CDG,BCN,2026/3/16,105.54,VY,1:45,2026-03-16T15:25:00,2026-03-16T17:10:00,,105,2026-03-16 15:25:00,2026-03-16,15:25,925.0,2026-03-16 17:10:00,2026-03-16,17:10,1030.0,Monday
CDG,BCN,2026/3/16,105.54,VY,1:50,2026-03-16T20:55:00,2026-03-16T22:45:00,,110,2026-03-16 20:55:00,2026-03-16,20:55,1255.0,2026-03-16 22:45:00,2026-03-16,22:45,1365.0,Monday
CDG,BCN,2026/3/16,105.54,VY,1:50,2026-03-16T22:05:00,2026-03-16T23:55:00,,110,2026-03-16 22:05:00,2026-03-16,22:05,1325.0,2026-03-16 23:55:00,2026-03-16,23:55,1435.0,Monday
CDG,BCN,2026/3/16,105.83,DY,24:20,2026-03-16T12:20:00,2026-03-16T14:40:00,,1460,2026-03-16 12:20:00,2026-03-16,12:20,740.0,2026-03-16 14:40:00,2026-03-16,14:40,880.0,Monday
CDG,BCN,2026/3/16,122.36,AF,1:45,2026-03-16T07:05:00,2026-03-16T08:50:00,,105,2026-03-16 07:05:00,2026-03-16,07:05,425.0,2026-03-16 08:50:00,2026-03-16,08:50,530.0,Monday
CDG,BCN,2026/3/16,122.36,AF,1:45,2026-03-16T12:15:00,2026-03-16T14:00:00,,105,2026-03-16 12:15:00,2026-03-16,12:15,735.0,2026-03-16 14:00:00,2026-03-16,14:00,840.0,Monday
CDG,BCN,2026/3/16,122.36,AF,1:45,2026-03-16T15:20:00,2026-03-16T17:05:00,,105,2026-03-16 15:20:00,2026-03-16,15:20,920.0,2026-03-16 17:05:00,2026-03-16,17:05,1025.0,Monday
CDG,BCN,2026/3/16,122.36,AF,1:45,2026-03-16T17:35:00,2026-03-16T19:20:00,,105,2026-03-16 17:35:00,2026-03-16,17:35,1055.0,2026-03-16 19:20:00,2026-03-16,19:20,1160.0,Monday
CDG,BCN,2026/3/16,122.36,AF,1:50,2026-03-16T21:05:00,2026-03-16T22:55:00,,110,2026-03-16 21:05:00,2026-03-16,21:05,1265.0,2026-03-16 22:55:00,2026-03-16,22:55,1375.0,Monday
CDG,BCN,2026/3/16,131.14,DY,14:55,2026-03-16T20:50:00,2026-03-16T22:40:00,,895,2026-03-16 20:50:00,2026-03-16,20:50,1250.0,2026-03-16 22:40:00,2026-03-16,22:40,1360.0,Monday
CDG,BCN,2026/3/17,105.54,IB,1:45,2026-03-17T15:25:00,2026-03-17T17:10:00,,105,2026-03-17 15:25:00,2026-03-17,15:25,925.0,2026-03-17 17:10:00,2026-03-17,17:10,1030.0,Tuesday
CDG,BCN,2026/3/17,105.54,IB,1:50,2026-03-17T09:50:00,2026-03-17T11:40:00,,110,2026-03-17 09:50:00,2026-03-17,09:50,590.0,2026-03-17 11:40:00,2026-03-17,11:40,700.0,Tuesday
CDG,BCN,2026/3/17,105.54,IB,1:50,2026-03-17T22:05:00,2026-03-17T23:55:00,,110,2026-03-17 22:05:00,2026-03-17,22:05,1325.0,2026-03-17 23:55:00,2026-03-17,23:55,1435.0,Tuesday
CDG,BCN,2026/3/17,105.54,VY,1:45,2026-03-17T15:25:00,2026-03-17T17:10:00,,105,2026-03-17 15:25:00,2026-03-17,15:25,925.0,2026-03-17 17:10:00,2026-03-17,17:10,1030.0,Tuesday
CDG,BCN,2026/3/17,105.54,VY,1:50,2026-03-17T22:05:00,2026-03-17T23:55:00,,110,2026-03-17 22:05:00,2026-03-17,22:05,1325.0,2026-03-17 23:55:00,2026-03-17,23:55,1435.0,Tuesday
CDG,BCN,2026/3/17,122.36,AF,1:40,2026-03-17T13:20:00,2026-03-17T15:00:00,,100,2026-03-17 13:20:00,2026-03-17,13:20,800.0,2026-03-17 15:00:00,2026-03-17,15:00,900.0,Tuesday
CDG,BCN,2026/3/17,122.36,AF,1:45,2026-03-17T07:05:00,2026-03-17T08:50:00,,105,2026-03-17 07:05:00,2026-03-17,07:05,425.0,2026-03-17 08:50:00,2026-03-17,08:50,530.0,Tuesday
CDG,BCN,2026/3/17,122.36,AF,1:45,2026-03-17T12:15:00,2026-03-17T14:00:00,,105,2026-03-17 12:15:00,2026-03-17,12:15,735.0,2026-03-17 14:00:00,2026-03-17,14:00,840.0,Tuesday
CDG,BCN,2026/3/17,122.36,AF,1:45,2026-03-17T15:20:00,2026-03-17T17:05:00,,105,2026-03-17 15:20:00,2026-03-17,15:20,920.0,2026-03-17 17:05:00,2026-03-17,17:05,1025.0,Tuesday
CDG,BCN,2026/3/17,122.36,AF,1:45,2026-03-17T17:35:00,2026-03-17T19:20:00,,105,2026-03-17 17:35:00,2026-03-17,17:35,1055.0,2026-03-17 19:20:00,2026-03-17,19:20,1160.0,Tuesday
CDG,BCN,2026/3/17,122.36,AF,1:50,2026-03-17T09:20:00,2026-03-17T11:10:00,,110,2026-03-17 09:20:00,2026-03-17,09:20,560.0,2026-03-17 11:10:00,2026-03-17,11:10,670.0,Tuesday
CDG,BCN,2026/3/17,122.36,AF,1:50,2026-03-17T21:05:00,2026-03-17T22:55:00,,110,2026-03-17 21:05:00,2026-03-17,21:05,1265.0,2026-03-17 22:55:00,2026-03-17,22:55,1375.0,Tuesday
CDG,BCN,2026/3/17,127.54,VY,1:50,2026-03-17T09:50:00,2026-03-17T11:40:00,,110,2026-03-17 09:50:00,2026-03-17,09:50,590.0,2026-03-17 11:40:00,2026-03-17,11:40,700.0,Tuesday
CDG,BCN,2026/3/17,144.95,AZ,4:45,2026-03-17T06:05:00,2026-03-17T08:10:00,,285,2026-03-17 06:05:00,2026-03-17,06:05,365.0,2026-03-17 08:10:00,2026-03-17,08:10,490.0,Tuesday
CDG,BCN,2026/3/17,144.95,AZ,5:00,2026-03-17T18:15:00,2026-03-17T20:20:00,,300,2026-03-17 18:15:00,2026-03-17,18:15,1095.0,2026-03-17 20:20:00,2026-03-17,20:20,1220.0,Tuesday
CDG,BCN,2026/3/18,105.54,IB,1:45,2026-03-18T15:25:00,2026-03-18T17:10:00,,105,2026-03-18 15:25:00,2026-03-18,15:25,925.0,2026-03-18 17:10:00,2026-03-18,17:10,1030.0,Wednesday
CDG,BCN,2026/3/18,105.54,IB,1:50,2026-03-18T09:50:00,2026-03-18T11:40:00,,110,2026-03-18 09:50:00,2026-03-18,09:50,590.0,2026-03-18 11:40:00,2026-03-18,11:40,700.0,Wednesday
CDG,BCN,2026/3/18,105.54,IB,1:50,2026-03-18T20:55:00,2026-03-18T22:45:00,,110,2026-03-18 20:55:00,2026-03-18,20:55,1255.0,2026-03-18 22:45:00,2026-03-18,22:45,1365.0,Wednesday
CDG,BCN,2026/3/18,105.54,VY,1:45,2026-03-18T15:25:00,2026-03-18T17:10:00,,105,2026-03-18 15:25:00,2026-03-18,15:25,925.0,2026-03-18 17:10:00,2026-03-18,17:10,1030.0,Wednesday
CDG,BCN,2026/3/18,105.54,VY,1:50,2026-03-18T20:55:00,2026-03-18T22:45:00,,110,2026-03-18 20:55:00,2026-03-18,20:55,1255.0,2026-03-18 22:45:00,2026-03-18,22:45,1365.0,Wednesday
CDG,BCN,2026/3/18,113.54,VY,1:50,2026-03-18T09:50:00,2026-03-18T11:40:00,,110,2026-03-18 09:50:00,2026-03-18,09:50,590.0,2026-03-18 11:40:00,2026-03-18,11:40,700.0,Wednesday
CDG,BCN,2026/3/18,122.36,AF,1:40,2026-03-18T13:20:00,2026-03-18T15:00:00,,100,2026-03-18 13:20:00,2026-03-18,13:20,800.0,2026-03-18 15:00:00,2026-03-18,15:00,900.0,Wednesday
CDG,BCN,2026/3/18,122.36,AF,1:45,2026-03-18T07:05:00,2026-03-18T08:50:00,,105,2026-03-18 07:05:00,2026-03-18,07:05,425.0,2026-03-18 08:50:00,2026-03-18,08:50,530.0,Wednesday
CDG,BCN,2026/3/18,122.36,AF,1:45,2026-03-18T12:15:00,2026-03-18T14:00:00,,105,2026-03-18 12:15:00,2026-03-18,12:15,735.0,2026-03-18 14:00:00,2026-03-18,14:00,840.0,Wednesday
CDG,BCN,2026/3/18,122.36,AF,1:45,2026-03-18T15:20:00,2026-03-18T17:05:00,,105,2026-03-18 15:20:00,2026-03-18,15:20,920.0,2026-03-18 17:05:00,2026-03-18,17:05,1025.0,Wednesday
CDG,BCN,2026/3/18,122.36,AF,1:45,2026-03-18T17:35:00,2026-03-18T19:20:00,,105,2026-03-18 17:35:00,2026-03-18,17:35,1055.0,2026-03-18 19:20:00,2026-03-18,19:20,1160.0,Wednesday
CDG,BCN,2026/3/18,122.36,AF,1:50,2026-03-18T09:20:00,2026-03-18T11:10:00,,110,2026-03-18 09:20:00,2026-03-18,09:20,560.0,2026-03-18 11:10:00,2026-03-18,11:10,670.0,Wednesday
CDG,BCN,2026/3/18,122.36,AF,1:50,2026-03-18T21:05:00,2026-03-18T22:55:00,,110,2026-03-18 21:05:00,2026-03-18,21:05,1265.0,2026-03-18 22:55:00,2026-03-18,22:55,1375.0,Wednesday
CDG,BCN,2026/3/18,144.95,AZ,5:00,2026-03-18T18:15:00,2026-03-18T20:20:00,,300,2026-03-18 18:15:00,2026-03-18,18:15,1095.0,2026-03-18 20:20:00,2026-03-18,20:20,1220.0,Wednesday
CDG,BCN,2026/3/18,144.95,AZ,11:30,2026-03-18T11:45:00,2026-03-18T13:50:00,,690,2026-03-18 11:45:00,2026-03-18,11:45,705.0,2026-03-18 13:50:00,2026-03-18,13:50,830.0,Wednesday
CDG,BCN,2026/3/19,105.54,IB,1:45,2026-03-19T15:25:00,2026-03-19T17:10:00,,105,2026-03-19 15:25:00,2026-03-19,15:25,925.0,2026-03-19 17:10:00,2026-03-19,17:10,1030.0,Thursday
CDG,BCN,2026/3/19,105.54,IB,1:50,2026-03-19T09:50:00,2026-03-19T11:40:00,,110,2026-03-19 09:50:00,2026-03-19,09:50,590.0,2026-03-19 11:40:00,2026-03-19,11:40,700.0,Thursday
CDG,BCN,2026/3/19,105.54,VY,1:45,2026-03-19T15:25:00,2026-03-19T17:10:00,,105,2026-03-19 15:25:00,2026-03-19,15:25,925.0,2026-03-19 17:10:00,2026-03-19,17:10,1030.0,Thursday
CDG,BCN,2026/3/19,111.14,DY,26:35,2026-03-19T20:50:00,2026-03-19T22:40:00,,1595,2026-03-19 20:50:00,2026-03-19,20:50,1250.0,2026-03-19 22:40:00,2026-03-19,22:40,1360.0,Thursday
